order_id,customer_id,order_date,status,created_at,updated_at
APIO20OI992,651,2021-03-05,Success,2021-03-05,2021-03-06
NOAN45MN886,609,2022-09-30,Success,2022-09-30,2022-10-01
ACOA03AI195,554,2022-12-04,Success,2022-12-04,2022-12-05
NIPN63PO613,680,2022-07-01,Success,2022-07-01,2022-07-02
CCCI56OP232,543,2022-08-12,Success,2022-08-12,2022-08-13
NMAM26OA191,995,2022-11-23,Success,2022-11-23,2022-11-24
CIPO34IP632,257,2022-02-24,Success,2022-02-24,2022-02-25
NMNA74PA758,599,2021-12-05,Success,2021-12-05,2021-12-06
PCOA03CA916,96,2022-12-21,Success,2022-12-21,2022-12-22
CCCM89OC649,528,2022-08-08,Success,2022-08-08,2022-08-09
MCPA97CM274,796,2021-03-28,Success,2021-03-28,2021-03-29
PNAO83OP167,321,2022-07-14,Success,2022-07-14,2022-07-15
AAMC41MA324,808,2021-07-26,Success,2021-07-26,2021-07-27
CPPI93AN663,522,2022-11-21,Success,2022-11-21,2022-11-22
AMPI13IC529,973,2021-04-22,Success,2021-04-22,2021-04-23
ICIM16AM844,656,2022-02-18,Success,2022-02-18,2022-02-19
CNAA75MO718,876,2021-11-18,Success,2021-11-18,2021-11-19
MAAI15MA636,885,2021-09-26,Success,2021-09-26,2021-09-27
NNCI63MI748,177,2022-03-27,Success,2022-03-27,2022-03-28
POAA42AP121,870,2021-12-31,Success,2021-12-31,2022-01-01
APOM28AM128,289,2021-05-22,Success,2021-05-22,2021-05-23
MMIP92AI994,778,2021-11-21,Success,2021-11-21,2021-11-22
OMCM65ON047,776,2022-09-21,Success,2022-09-21,2022-09-22
IPAO88II165,109,2022-06-02,Success,2022-06-02,2022-06-03
IAAA00PN450,3,2022-06-12,Success,2022-06-12,2022-06-13
PNII51MO034,18,2022-02-16,Success,2022-02-16,2022-02-17
OAMA80AC896,848,2021-04-23,Success,2021-04-23,2021-04-24
PIPA86IO818,552,2022-03-05,Success,2022-03-05,2022-03-06
AANA30NI109,454,2022-08-05,Success,2022-08-05,2022-08-06
ICPP75PI748,994,2021-05-27,Success,2021-05-27,2021-05-28
INAI93NI790,310,2021-07-12,Success,2021-07-12,2021-07-13
AAOC10OC209,371,2021-01-08,Success,2021-01-08,2021-01-09
POIC49AO203,309,2021-04-04,Success,2021-04-04,2021-04-05
IAOA10OA060,733,2021-04-06,Success,2021-04-06,2021-04-07
ACMP75NA528,67,2022-09-24,Success,2022-09-24,2022-09-25
MACA64OC385,123,2022-10-19,Canceled,2022-10-19,2022-10-19
CPIC89PA079,222,2022-05-01,Success,2022-05-01,2022-05-02
OONA59MA424,817,2022-04-14,Success,2022-04-14,2022-04-15
MIAI82II104,495,2022-07-26,Canceled,2022-07-26,2022-07-26
PNPI93ON578,237,2021-10-03,Success,2021-10-03,2021-10-04
CAOI10IO062,733,2022-02-04,Success,2022-02-04,2022-02-05
AACC62OO154,776,2021-04-30,Canceled,2021-04-30,2021-04-30
NMAC56AM322,599,2022-06-19,Success,2022-06-19,2022-06-20
AAAM80AC798,531,2021-03-26,Success,2021-03-26,2021-03-27
IIAC92IP908,896,2022-04-27,Canceled,2022-04-27,2022-04-27
NAIO67AA436,237,2022-01-30,Success,2022-01-30,2022-01-31
IIAA87NP744,297,2022-12-08,Success,2022-12-08,2022-12-09
CCAM11NN233,308,2022-07-10,Success,2022-07-10,2022-07-11
MOII00MA710,733,2021-01-05,Success,2021-01-05,2021-01-06
OMOC45CN000,301,2021-03-29,Success,2021-03-29,2021-03-30
ICOP36PN998,148,2022-08-27,Canceled,2022-08-27,2022-08-27
NCMA24OO498,967,2021-12-09,Success,2021-12-09,2021-12-10
CPCA89AM728,375,2022-08-07,Success,2022-08-07,2022-08-08
IPMA98NM030,152,2021-12-09,Success,2021-12-09,2021-12-10
AMAI66CA484,206,2021-07-23,Success,2021-07-23,2021-07-24
MAPC99IM251,496,2021-04-15,Success,2021-04-15,2021-04-16
CIPC39NC705,413,2021-09-01,Success,2021-09-01,2021-09-02
ACAN21NO150,986,2021-05-26,Success,2021-05-26,2021-05-27
ACCA92CI733,994,2021-04-19,Success,2021-04-19,2021-04-20
CNIC83NC613,46,2022-08-02,Success,2022-08-02,2022-08-03
OPCM84PI865,922,2021-06-25,Success,2021-06-25,2021-06-26
OMMP59AP409,760,2021-06-05,Success,2021-06-05,2021-06-06
NAAP82MA536,230,2021-06-26,Success,2021-06-26,2021-06-27
POIN88CO021,223,2021-02-13,Canceled,2021-02-13,2021-02-13
IOAA28AO395,836,2022-11-26,Success,2022-11-26,2022-11-27
PNAP10MC737,301,2022-02-27,Success,2022-02-27,2022-02-28
AMAO59CA809,999,2022-03-21,Success,2022-03-21,2022-03-22
PNMP92MO379,875,2022-08-16,Success,2022-08-16,2022-08-17
ANMO98IP230,245,2022-12-16,Success,2022-12-16,2022-12-17
OPCC99IN290,630,2021-10-28,Success,2021-10-28,2021-10-29
CMAP03CN269,341,2022-09-22,Success,2022-09-22,2022-09-23
ACAA67OI570,291,2022-10-09,Success,2022-10-09,2022-10-10
PCNP02OA031,758,2022-04-08,Success,2022-04-08,2022-04-09
AIMA61PO536,390,2022-06-19,Success,2022-06-19,2022-06-20
PIAA27MA715,295,2022-11-05,Success,2022-11-05,2022-11-06
ANAP07CA494,17,2022-08-22,Success,2022-08-22,2022-08-23
CCNI95IA930,603,2021-07-30,Success,2021-07-30,2021-07-31
ACNM21OA616,54,2022-07-24,Canceled,2022-07-24,2022-07-24
MAPC87PC335,36,2021-04-30,Success,2021-04-30,2021-05-01
CNOM80OM280,602,2021-03-24,Success,2021-03-24,2021-03-25
IPPN50AA543,695,2021-04-27,Success,2021-04-27,2021-04-28
AAMN26CC873,521,2022-11-25,Success,2022-11-25,2022-11-26
PAOC73NP295,502,2021-06-12,Success,2021-06-12,2021-06-13
PAAO05IN851,929,2021-11-16,Canceled,2021-11-16,2021-11-16
APMC03OI768,755,2021-09-18,Success,2021-09-18,2021-09-19
MCCP53AI249,72,2021-12-23,Canceled,2021-12-23,2021-12-23
POPM06PI837,660,2021-08-29,Success,2021-08-29,2021-08-30
PANO46OP504,45,2021-01-18,Success,2021-01-18,2021-01-19
PMAO90NP658,681,2021-11-02,Success,2021-11-02,2021-11-03
AINN44PC602,316,2022-06-12,Success,2022-06-12,2022-06-13
MPCO78AO776,223,2021-11-22,Success,2021-11-22,2021-11-23
MAON31OC437,986,2022-09-09,Success,2022-09-09,2022-09-10
PNNA22OA856,266,2021-05-14,Success,2021-05-14,2021-05-15
CAPP84PC741,758,2021-02-28,Success,2021-02-28,2021-03-01
IIIN74MA072,405,2021-03-06,Success,2021-03-06,2021-03-07
MIIN89OA237,298,2021-04-07,Canceled,2021-04-07,2021-04-07
OAAN57NA741,566,2021-01-28,Success,2021-01-28,2021-01-29
OMPA92CM610,31,2021-06-05,Success,2021-06-05,2021-06-06
ANPC91PI104,386,2021-09-23,Success,2021-09-23,2021-09-24
CIAO12NP851,899,2021-02-27,Canceled,2021-02-27,2021-02-27
NAPC36OA312,607,2021-12-25,Canceled,2021-12-25,2021-12-25
OOCO86AA698,339,2021-05-21,Success,2021-05-21,2021-05-22
IOCN43OM583,670,2022-05-31,Success,2022-05-31,2022-06-01
NPPP66MO749,48,2022-12-23,Success,2022-12-23,2022-12-24
PAAA29AA944,977,2021-07-15,Canceled,2021-07-15,2021-07-15
NNMP64NI174,515,2022-12-26,Success,2022-12-26,2022-12-27
MOIC06PI413,292,2021-01-28,Success,2021-01-28,2021-01-29
AICM10PI160,760,2022-12-02,Success,2022-12-02,2022-12-03
IAMO55IP130,663,2021-08-22,Success,2021-08-22,2021-08-23
PPIC53AO625,92,2022-03-12,Success,2022-03-12,2022-03-13
INMA85AI537,927,2021-12-17,Success,2021-12-17,2021-12-18
CONN83PI934,972,2021-04-13,Success,2021-04-13,2021-04-14
ANMC28OA004,283,2022-05-28,Success,2022-05-28,2022-05-29
CMNN69IA436,342,2022-01-30,Success,2022-01-30,2022-01-31
ONNI82NA070,833,2021-11-05,Success,2021-11-05,2021-11-06
AACP34AA378,207,2021-09-19,Success,2021-09-19,2021-09-20
AMPN15PN006,479,2021-07-29,Success,2021-07-29,2021-07-30
COAN17IA806,459,2021-11-27,Success,2021-11-27,2021-11-28
AAAP73CA982,938,2021-10-20,Success,2021-10-20,2021-10-21
MCAI39AO208,208,2021-09-15,Success,2021-09-15,2021-09-16
AIIA72AC054,491,2021-02-11,Success,2021-02-11,2021-02-12
MONI02CN749,276,2021-01-17,Success,2021-01-17,2021-01-18
INAM58AC598,763,2021-01-24,Success,2021-01-24,2021-01-25
AAIA08MI133,806,2022-09-18,Success,2022-09-18,2022-09-19
ANAA44CC674,728,2022-05-26,Success,2022-05-26,2022-05-27
CNAA76ON346,258,2022-09-29,Canceled,2022-09-29,2022-09-29
CNAA87CA329,466,2022-10-26,Canceled,2022-10-26,2022-10-26
IAOC27NN988,438,2022-04-11,Canceled,2022-04-11,2022-04-11
NCCI50NC073,64,2021-02-19,Success,2021-02-19,2021-02-20
MAPA28IN803,586,2021-08-05,Success,2021-08-05,2021-08-06
OCPI95AC383,427,2021-11-15,Canceled,2021-11-15,2021-11-15
APAC91IO592,919,2022-01-12,Success,2022-01-12,2022-01-13
CAAC19IO329,977,2021-01-02,Success,2021-01-02,2021-01-03
IPIA01CC712,84,2021-08-04,Success,2021-08-04,2021-08-05
ACNA54MA642,619,2021-06-09,Success,2021-06-09,2021-06-10
CIOO49AA881,30,2021-09-05,Success,2021-09-05,2021-09-06
AINP62NN491,442,2022-07-24,Success,2022-07-24,2022-07-25
MMAC31IO429,714,2022-01-13,Success,2022-01-13,2022-01-14
MOPA57MO547,6,2021-02-15,Success,2021-02-15,2021-02-16
NANM67IP105,217,2022-06-19,Success,2022-06-19,2022-06-20
OCAP43CM319,927,2022-03-26,Success,2022-03-26,2022-03-27
AMPM78IN378,190,2022-12-16,Success,2022-12-16,2022-12-17
APNN12PP169,206,2022-11-11,Success,2022-11-11,2022-11-12
PIOO43OM138,85,2022-05-07,Success,2022-05-07,2022-05-08
OAPA60MA512,988,2021-09-21,Success,2021-09-21,2021-09-22
OAAP24AC841,827,2022-02-05,Success,2022-02-05,2022-02-06
AMOI58IA082,228,2022-03-05,Success,2022-03-05,2022-03-06
POPO53IA002,138,2021-05-08,Success,2021-05-08,2021-05-09
OPOA60OM525,686,2022-05-23,Success,2022-05-23,2022-05-24
CNIA51CI308,471,2022-08-27,Success,2022-08-27,2022-08-28
NCAA03OI363,318,2021-04-06,Success,2021-04-06,2021-04-07
PONC62MO929,11,2022-05-19,Success,2022-05-19,2022-05-20
AOMP24NP849,805,2022-11-05,Success,2022-11-05,2022-11-06
CICM47II812,240,2022-07-12,Success,2022-07-12,2022-07-13
CMMA41OA442,115,2022-12-11,Success,2022-12-11,2022-12-12
NPAC39OC587,718,2021-09-12,Success,2021-09-12,2021-09-13
AIOP06NC883,114,2022-02-09,Success,2022-02-09,2022-02-10
AICN84OA165,509,2021-10-25,Success,2021-10-25,2021-10-26
MIAM47NC525,213,2021-04-07,Success,2021-04-07,2021-04-08
MANA11OM393,724,2021-05-12,Success,2021-05-12,2021-05-13
NOIC38IA201,869,2022-01-04,Success,2022-01-04,2022-01-05
CCAO87MA465,528,2022-05-09,Success,2022-05-09,2022-05-10
MNAN89CN428,861,2021-09-13,Success,2021-09-13,2021-09-14
IPAN91PA255,420,2021-06-03,Success,2021-06-03,2021-06-04
ANCN14AC337,438,2021-04-29,Success,2021-04-29,2021-04-30
IANI61AI979,896,2022-02-21,Success,2022-02-21,2022-02-22
INNI63AO211,498,2021-11-07,Success,2021-11-07,2021-11-08
OAOA54IN281,148,2022-12-01,Success,2022-12-01,2022-12-02
IOAP27CA709,910,2021-04-26,Success,2021-04-26,2021-04-27
NCPO43NI626,784,2021-10-21,Success,2021-10-21,2021-10-22
IPAI50CO351,922,2021-01-11,Success,2021-01-11,2021-01-12
AMPA68NA593,524,2021-02-27,Success,2021-02-27,2021-02-28
AAAO32OA347,897,2022-12-08,Success,2022-12-08,2022-12-09
CIMC67AP664,538,2021-05-22,Success,2021-05-22,2021-05-23
AIAN56IA130,652,2022-06-26,Success,2022-06-26,2022-06-27
IIAC98PA691,136,2021-09-26,Success,2021-09-26,2021-09-27
COAI00AM667,706,2022-03-05,Success,2022-03-05,2022-03-06
MPMA37MP383,439,2022-09-02,Success,2022-09-02,2022-09-03
NAON41PA309,866,2022-04-21,Success,2022-04-21,2022-04-22
MIOI29AA444,900,2022-09-19,Success,2022-09-19,2022-09-20
CMCM81MC064,31,2022-01-01,Success,2022-01-01,2022-01-02
AMPO31AN853,908,2021-05-02,Success,2021-05-02,2021-05-03
AOPP04AP119,708,2022-02-25,Success,2022-02-25,2022-02-26
OOMM34NN204,74,2022-02-22,Success,2022-02-22,2022-02-23
AOPA80II895,831,2022-08-05,Success,2022-08-05,2022-08-06
NIAC19MM103,753,2021-07-23,Success,2021-07-23,2021-07-24
MPAN95AP710,911,2022-03-18,Success,2022-03-18,2022-03-19
OAII73NM675,247,2022-07-01,Success,2022-07-01,2022-07-02
INAI25MM183,811,2021-01-09,Canceled,2021-01-09,2021-01-09
COAA45NI130,98,2021-04-23,Success,2021-04-23,2021-04-24
OIAN78AC126,542,2022-04-07,Success,2022-04-07,2022-04-08
INON78AO782,416,2022-11-29,Success,2022-11-29,2022-11-30
NMOA33NC406,957,2021-01-06,Success,2021-01-06,2021-01-07
AONO33NA546,107,2022-02-21,Success,2022-02-21,2022-02-22
PAAA35AP850,785,2022-07-21,Success,2022-07-21,2022-07-22
NPCM54CP981,710,2021-03-19,Success,2021-03-19,2021-03-20
OANC36PO385,921,2022-08-21,Success,2022-08-21,2022-08-22
ANMC24CP072,326,2021-12-14,Success,2021-12-14,2021-12-15
IOON21IP819,139,2022-11-11,Success,2022-11-11,2022-11-12
CNOC03OM959,800,2021-08-14,Success,2021-08-14,2021-08-15
AMCO89ON854,360,2022-07-10,Success,2022-07-10,2022-07-11
AAPO00NC642,449,2022-05-27,Success,2022-05-27,2022-05-28
NONC70IC960,918,2021-07-31,Success,2021-07-31,2021-08-01
OACC72PN249,482,2022-05-23,Canceled,2022-05-23,2022-05-23
OCAC11IC388,474,2022-03-26,Success,2022-03-26,2022-03-27
OPOO45NP777,232,2022-06-01,Canceled,2022-06-01,2022-06-01
OACP32AO062,684,2021-10-02,Success,2021-10-02,2021-10-03
MNMP20MO754,965,2021-10-26,Success,2021-10-26,2021-10-27
CMOC86MM565,227,2021-08-01,Success,2021-08-01,2021-08-02
ACMA79IO253,586,2021-08-16,Success,2021-08-16,2021-08-17
OOCM35PC618,933,2021-09-12,Canceled,2021-09-12,2021-09-12
ICOO13CP077,68,2021-05-22,Success,2021-05-22,2021-05-23
ACNP16NP275,368,2022-09-29,Success,2022-09-29,2022-09-30
NMAN21NA645,16,2022-05-22,Success,2022-05-22,2022-05-23
PMMA83OA909,449,2021-02-12,Success,2021-02-12,2021-02-13
ACPM13NA982,596,2022-01-09,Success,2022-01-09,2022-01-10
NAOA29II043,819,2022-01-20,Success,2022-01-20,2022-01-21
AOMO30AP592,842,2022-11-14,Success,2022-11-14,2022-11-15
NAAP48IN274,858,2022-01-06,Success,2022-01-06,2022-01-07
ANCP28CM901,785,2021-09-16,Success,2021-09-16,2021-09-17
NCIA67MC264,747,2022-07-29,Success,2022-07-29,2022-07-30
PIAI51IO130,46,2022-08-25,Canceled,2022-08-25,2022-08-25
AAMA13AA292,764,2021-04-06,Canceled,2021-04-06,2021-04-06
MPPM54MA498,681,2021-08-12,Success,2021-08-12,2021-08-13
MAAO88CA611,225,2021-01-11,Success,2021-01-11,2021-01-12
AANP13MO848,76,2022-02-12,Success,2022-02-12,2022-02-13
CAMA67PP955,728,2022-09-02,Success,2022-09-02,2022-09-03
OAAA67AN267,858,2021-06-04,Success,2021-06-04,2021-06-05
OCCI59AA060,225,2021-10-23,Success,2021-10-23,2021-10-24
PICO10AA142,561,2021-06-01,Success,2021-06-01,2021-06-02
OPIM02PA754,775,2021-06-12,Canceled,2021-06-12,2021-06-12
OACN93CN178,756,2022-04-03,Success,2022-04-03,2022-04-04
IOOA74MN810,174,2022-08-24,Success,2022-08-24,2022-08-25
ACAC76IA504,80,2021-12-09,Success,2021-12-09,2021-12-10
CNCA98IN094,673,2021-09-17,Success,2021-09-17,2021-09-18
CPAC79OA808,685,2022-05-06,Success,2022-05-06,2022-05-07
PNAA20MA862,240,2021-02-22,Success,2021-02-22,2021-02-23
OAIP84CA671,950,2021-11-10,Success,2021-11-10,2021-11-11
MOAC18AI350,238,2022-08-31,Success,2022-08-31,2022-09-01
PMIA31IA399,647,2021-01-22,Success,2021-01-22,2021-01-23
MOIP28MM581,930,2022-02-24,Success,2022-02-24,2022-02-25
AINN58NM977,316,2021-05-05,Success,2021-05-05,2021-05-06
AOAO21CI322,509,2021-05-17,Success,2021-05-17,2021-05-18
AAMO00AP398,169,2021-05-28,Success,2021-05-28,2021-05-29
AIMA70AN124,94,2022-11-23,Success,2022-11-23,2022-11-24
ACIA91NA276,586,2021-01-31,Success,2021-01-31,2021-02-01
IAIA88OO360,343,2021-01-25,Success,2021-01-25,2021-01-26
ANOC75PC437,140,2021-12-29,Canceled,2021-12-29,2021-12-29
PPIM31AP541,866,2022-07-31,Success,2022-07-31,2022-08-01
OCCA84AI191,152,2022-03-24,Success,2022-03-24,2022-03-25
NCIN60OC864,442,2022-09-22,Canceled,2022-09-22,2022-09-22
CCNN65IP373,13,2022-09-07,Success,2022-09-07,2022-09-08
CMAA38AP552,272,2021-02-09,Success,2021-02-09,2021-02-10
IAAM03NO224,321,2021-06-21,Success,2021-06-21,2021-06-22
INPI61AO811,631,2021-02-21,Canceled,2021-02-21,2021-02-21
IAMI63CO748,824,2022-03-02,Success,2022-03-02,2022-03-03
MPAA57CN399,242,2022-11-16,Success,2022-11-16,2022-11-17
OPIA60MI193,860,2022-04-20,Success,2022-04-20,2022-04-21
AAMN16ON430,451,2021-09-14,Success,2021-09-14,2021-09-15
CCAA77IN011,279,2022-12-12,Success,2022-12-12,2022-12-13
INMN32AA268,290,2021-03-12,Success,2021-03-12,2021-03-13
INAA28AA991,185,2021-04-25,Success,2021-04-25,2021-04-26
OOMP67NN045,316,2021-03-20,Success,2021-03-20,2021-03-21
IONA09NI934,400,2022-04-05,Success,2022-04-05,2022-04-06
ANCN19PC462,552,2021-09-27,Success,2021-09-27,2021-09-28
AOAN70NI861,456,2021-06-24,Success,2021-06-24,2021-06-25
COON02OM272,580,2022-01-19,Success,2022-01-19,2022-01-20
CAIA74MA106,27,2021-05-16,Success,2021-05-16,2021-05-17
IMOI33OM683,869,2021-07-21,Success,2021-07-21,2021-07-22
CPAC14IA979,38,2021-08-25,Success,2021-08-25,2021-08-26
CAPC34AC786,762,2021-09-07,Success,2021-09-07,2021-09-08
IMAN86MA661,641,2021-01-24,Success,2021-01-24,2021-01-25
NNAA79PN596,677,2021-01-01,Success,2021-01-01,2021-01-02
PCPA51NA649,626,2021-02-14,Success,2021-02-14,2021-02-15
OCNN93PC521,495,2021-04-25,Success,2021-04-25,2021-04-26
PAAO51NP808,896,2022-12-15,Success,2022-12-15,2022-12-16
IAMI55NM007,32,2021-12-13,Success,2021-12-13,2021-12-14
IPAO78OI378,462,2021-06-14,Success,2021-06-14,2021-06-15
IIMN44CP969,570,2022-07-01,Success,2022-07-01,2022-07-02
PMAA23NP735,133,2022-11-30,Canceled,2022-11-30,2022-11-30
NIMA80II116,507,2021-04-10,Success,2021-04-10,2021-04-11
AMNA40NM292,272,2021-12-06,Success,2021-12-06,2021-12-07
MPMM09II242,205,2021-05-29,Success,2021-05-29,2021-05-30
IICN53AO356,992,2021-08-13,Success,2021-08-13,2021-08-14
CCCP43PA930,745,2021-04-25,Success,2021-04-25,2021-04-26
ANAM66PI616,206,2022-09-11,Success,2022-09-11,2022-09-12
ICIP43CO476,276,2021-11-07,Success,2021-11-07,2021-11-08
PONN42CN970,980,2022-09-17,Success,2022-09-17,2022-09-18
NIMA13PP812,996,2021-10-24,Success,2021-10-24,2021-10-25
AACI33NN688,36,2021-04-28,Success,2021-04-28,2021-04-29
POAC58IA127,522,2022-05-05,Success,2022-05-05,2022-05-06
AOAI51OA563,871,2021-09-04,Success,2021-09-04,2021-09-05
AAII26CI171,371,2021-04-16,Success,2021-04-16,2021-04-17
AAAP39MA989,107,2022-09-02,Success,2022-09-02,2022-09-03
PNIC90AC495,115,2021-04-16,Success,2021-04-16,2021-04-17
PCIM04IA608,573,2022-07-24,Success,2022-07-24,2022-07-25
AIAA40PM979,568,2022-01-20,Success,2022-01-20,2022-01-21
ACPA73NO535,816,2022-12-07,Success,2022-12-07,2022-12-08
POOP48AA571,490,2021-11-21,Success,2021-11-21,2021-11-22
AAAN21AP374,599,2022-05-19,Success,2022-05-19,2022-05-20
NOAP32MM923,336,2022-06-18,Canceled,2022-06-18,2022-06-18
CMAC97PA028,226,2021-07-15,Success,2021-07-15,2021-07-16
OPMI98MO606,535,2021-07-24,Success,2021-07-24,2021-07-25
AOOA57AM790,694,2021-03-02,Canceled,2021-03-02,2021-03-02
OMAN02CI741,370,2022-10-04,Success,2022-10-04,2022-10-05
IAAN47MO552,892,2021-05-12,Success,2021-05-12,2021-05-13
OAOA40IA027,210,2022-01-16,Success,2022-01-16,2022-01-17
AAAO55CN827,958,2022-02-23,Success,2022-02-23,2022-02-24
AMIA41IO812,395,2022-04-22,Success,2022-04-22,2022-04-23
PMAI83NC355,238,2022-09-29,Success,2022-09-29,2022-09-30
OAAM68II751,216,2021-08-24,Success,2021-08-24,2021-08-25
MIAI78ON016,492,2021-09-09,Success,2021-09-09,2021-09-10
PPOM76NO629,452,2021-08-07,Success,2021-08-07,2021-08-08
PCPA49NM495,193,2022-08-17,Success,2022-08-17,2022-08-18
MPMA54AA620,616,2021-07-08,Success,2021-07-08,2021-07-09
ICAC08NA726,3,2022-11-30,Success,2022-11-30,2022-12-01
NMAO06PN604,423,2022-03-12,Success,2022-03-12,2022-03-13
AIAP16AA098,416,2021-05-09,Success,2021-05-09,2021-05-10
IMAA61AA925,354,2022-01-21,Success,2022-01-21,2022-01-22
NAIP34PN051,82,2022-06-18,Success,2022-06-18,2022-06-19
PANA91CP158,949,2022-09-04,Success,2022-09-04,2022-09-05
NMAN87PI235,927,2022-02-16,Success,2022-02-16,2022-02-17
MNMA91NA929,747,2021-10-26,Success,2021-10-26,2021-10-27
AONN45NI425,254,2021-12-29,Success,2021-12-29,2021-12-30
NNAO69CM629,808,2022-05-02,Success,2022-05-02,2022-05-03
NOAI95NM024,906,2022-06-06,Success,2022-06-06,2022-06-07
IPCA54IN003,747,2021-09-18,Success,2021-09-18,2021-09-19
OOMI16CN325,750,2022-10-30,Success,2022-10-30,2022-10-31
AOMN42AI111,29,2021-01-31,Success,2021-01-31,2021-02-01
OAAA26AA377,603,2022-10-09,Success,2022-10-09,2022-10-10
CCAI16AM280,362,2022-03-08,Success,2022-03-08,2022-03-09
AAPC62AO332,56,2022-02-15,Canceled,2022-02-15,2022-02-15
NMAO92AN877,719,2022-02-24,Success,2022-02-24,2022-02-25
OPIM85PP728,523,2022-07-12,Success,2022-07-12,2022-07-13
PANO03MC709,562,2021-01-06,Success,2021-01-06,2021-01-07
ONNI68OA339,844,2021-02-19,Success,2021-02-19,2021-02-20
AAIN56MI630,405,2021-11-01,Success,2021-11-01,2021-11-02
CPPC74AN566,805,2022-10-02,Success,2022-10-02,2022-10-03
CCCA80CO209,888,2021-05-21,Success,2021-05-21,2021-05-22
NAON81MN204,756,2022-05-12,Canceled,2022-05-12,2022-05-12
PNPC54AM226,414,2021-10-23,Success,2021-10-23,2021-10-24
NOCA46NO783,644,2022-06-21,Canceled,2022-06-21,2022-06-21
NCMP81AO908,293,2022-09-26,Canceled,2022-09-26,2022-09-26
OAPA59PP421,551,2022-10-03,Success,2022-10-03,2022-10-04
NCNM12NC707,37,2021-12-20,Success,2021-12-20,2021-12-21
ACIM62MN409,650,2021-06-12,Success,2021-06-12,2021-06-13
PACN90NM183,894,2022-07-18,Success,2022-07-18,2022-07-19
PMCO78CO417,24,2021-03-24,Success,2021-03-24,2021-03-25
OANP54CA404,138,2021-05-27,Success,2021-05-27,2021-05-28
MACA18AM861,253,2021-12-21,Success,2021-12-21,2021-12-22
PPIO54AN625,438,2022-03-09,Success,2022-03-09,2022-03-10
INPN16CN863,79,2022-02-13,Success,2022-02-13,2022-02-14
OANC29AA171,551,2021-02-09,Success,2021-02-09,2021-02-10
AINM06IC708,627,2021-02-09,Success,2021-02-09,2021-02-10
NAAM59PC929,316,2021-07-14,Success,2021-07-14,2021-07-15
OAAA33NI055,300,2021-09-15,Success,2021-09-15,2021-09-16
MAAA10MO667,52,2022-03-07,Success,2022-03-07,2022-03-08
PAOP81CN931,110,2021-04-07,Success,2021-04-07,2021-04-08
AACM23IP231,995,2021-07-14,Success,2021-07-14,2021-07-15
ANMN30CM892,506,2021-10-02,Success,2021-10-02,2021-10-03
CPPI70IP320,316,2021-05-03,Success,2021-05-03,2021-05-04
MAIM96IN362,341,2022-02-10,Success,2022-02-10,2022-02-11
AINA21PA645,119,2021-02-27,Success,2021-02-27,2021-02-28
ANCI23NN770,578,2021-01-25,Success,2021-01-25,2021-01-26
APAP96IA266,787,2021-04-09,Canceled,2021-04-09,2021-04-09
MAPI88NO125,334,2021-04-30,Success,2021-04-30,2021-05-01
APNN19AP635,622,2022-08-12,Success,2022-08-12,2022-08-13
PONP08MO139,374,2022-02-18,Success,2022-02-18,2022-02-19
NAMC08AI414,608,2022-04-07,Success,2022-04-07,2022-04-08
ACIA12NO692,609,2021-10-18,Success,2021-10-18,2021-10-19
CMPO23IP608,520,2022-07-11,Success,2022-07-11,2022-07-12
PNMN03NN968,607,2021-01-13,Success,2021-01-13,2021-01-14
APNA16CO080,672,2021-08-07,Success,2021-08-07,2021-08-08
CONC56AO163,806,2021-06-18,Success,2021-06-18,2021-06-19
APAN19CP347,553,2021-02-25,Success,2021-02-25,2021-02-26
AANA27AC090,542,2022-12-27,Success,2022-12-27,2022-12-28
CCPN20MO608,407,2022-04-12,Success,2022-04-12,2022-04-13
MIIA15MM596,11,2022-06-14,Success,2022-06-14,2022-06-15
CONP85IC278,231,2022-10-13,Success,2022-10-13,2022-10-14
MNOM52MO225,518,2022-07-20,Success,2022-07-20,2022-07-21
CAMC16AA801,567,2022-12-20,Canceled,2022-12-20,2022-12-20
CCIA97PN012,761,2021-06-15,Success,2021-06-15,2021-06-16
ACAN97AC770,390,2021-05-29,Success,2021-05-29,2021-05-30
CAAI01AP797,375,2022-03-30,Success,2022-03-30,2022-03-31
CAIA61PI288,734,2021-10-24,Success,2021-10-24,2021-10-25
IMAA55OP822,150,2021-12-05,Success,2021-12-05,2021-12-06
AACN38OO198,997,2022-12-02,Success,2022-12-02,2022-12-03
PAMO04CM511,241,2021-02-13,Success,2021-02-13,2021-02-14
AOAN65IA348,436,2021-07-07,Success,2021-07-07,2021-07-08
NIAP55AA813,496,2022-04-26,Success,2022-04-26,2022-04-27
NAAN82NA553,104,2021-04-11,Success,2021-04-11,2021-04-12
ACAP28II916,690,2022-11-21,Success,2022-11-21,2022-11-22
IMCA38CM036,38,2021-11-17,Canceled,2021-11-17,2021-11-17
CNAI63AN627,262,2021-07-30,Success,2021-07-30,2021-07-31
AACN29AA636,130,2021-11-06,Success,2021-11-06,2021-11-07
PMCC78CO611,556,2022-02-04,Success,2022-02-04,2022-02-05
NICM57AA041,62,2022-08-11,Success,2022-08-11,2022-08-12
MCPA60PP002,180,2021-03-11,Success,2021-03-11,2021-03-12
IANO19IO719,502,2022-08-05,Canceled,2022-08-05,2022-08-05
