order_detail_id,order_id,product_id,quantity,price,created_at,updated_at
815,OOCP27CM230,B09H7JDJCW,15,3595.0,2022-06-03,2022-06-03
816,OOCP27CM230,B07Y1RCCW5,2,2550.0,2022-06-03,2022-06-03
817,OOCP27CM230,B08R69VDHT,14,499.0,2022-06-03,2022-06-03
818,MAIA97ON803,B09TBCVJS3,8,7999.0,2021-11-13,2021-11-13
819,MAIA97ON803,B07JGCGNDG,8,11500.0,2021-11-13,2021-11-13
820,MAIA97ON803,B0B3NDPCS9,9,17999.0,2021-11-13,2021-11-13
821,MAIA97ON803,B078JBK4GX,12,4560.0,2021-11-13,2021-11-13
822,MAIA97ON803,B07WHQBZLS,3,21990.0,2021-11-13,2021-11-13
823,MAIA97ON803,B0BMTZ4T1D,4,1599.0,2021-11-13,2021-11-13
824,AINN46MP083,B09H39KTTB,5,499.0,2022-01-07,2022-01-07
825,AINN46MP083,B0BHZCNC4P,2,3999.0,2022-01-07,2022-01-07
826,NAAA96PA305,B09RF2QXGX,14,299.0,2021-01-02,2021-01-02
827,NAAA96PA305,B09NVPJ3P4,6,3999.0,2021-01-02,2021-01-02
828,NAAA96PA305,B07YNHCW6N,4,2499.0,2021-01-02,2021-01-02
829,NAAA96PA305,B071R3LHFM,15,5500.0,2021-01-02,2021-01-02
830,NAAA96PA305,B0BJYSCWFQ,8,1999.0,2021-01-02,2021-01-02
831,NAAA96PA305,B01GGKZ4NU,5,995.0,2021-01-02,2021-01-02
832,NAAA96PA305,B00A0VCJPI,3,2499.0,2021-01-02,2021-01-02
833,AAMA73AP965,B01N90RZ4M,2,499.0,2022-11-05,2022-11-05
834,AAMA73AP965,B00A0VCJPI,5,2499.0,2022-11-05,2022-11-05
835,AAMA73AP965,B01J8S6X2I,11,1100.0,2022-11-05,2022-11-05
836,AAAO61OP563,B09ZDVL7L8,3,3895.0,2022-03-11,2022-03-11
837,AAAO61OP563,B00H0B29DI,5,2990.0,2022-03-11,2022-03-11
838,AAAO61OP563,B005LJQMCK,11,599.0,2022-03-11,2022-03-11
839,AAAO61OP563,B07NC12T2R,1,4990.0,2022-03-11,2022-03-11
840,AAAO61OP563,B09T37CKQ5,9,599.0,2022-03-11,2022-03-11
841,AAAO61OP563,B08M66K48D,6,599.0,2022-03-11,2022-03-11
842,AAAO61OP563,B08TM71L54,14,4195.0,2022-03-11,2022-03-11
843,PCOC60NA273,B09F5Z694W,13,9625.0,2021-11-07,2021-11-07
844,PCOC60NA273,B07WGPBXY9,1,1249.0,2021-11-07,2021-11-07
845,PCOC60NA273,B01M0505SJ,12,2485.0,2021-11-07,2021-11-07
846,PCOC60NA273,B07LGT55SJ,15,1099.0,2021-11-07,2021-11-07
847,PCOC60NA273,B08BJN4MP3,12,24850.0,2021-11-07,2021-11-07
848,PCOC60NA273,B09FKDH6FS,3,7999.0,2021-11-07,2021-11-07
849,NIAA20AP944,B09LD3116F,5,3990.0,2021-09-26,2021-09-26
850,NIAA20AP944,B09MB3DKG1,8,3999.0,2021-09-26,2021-09-26
851,NIAA20AP944,B07B5XJ572,2,3190.0,2021-09-26,2021-09-26
852,NIAA20AP944,B0BM4KTNL1,11,1599.0,2021-09-26,2021-09-26
853,NIAA20AP944,B0856HNMR7,1,2499.0,2021-09-26,2021-09-26
854,NIAA20AP944,B07VJ9ZTXS,15,599.0,2021-09-26,2021-09-26
855,NIAA20AP944,B008FWZGSG,1,599.0,2021-09-26,2021-09-26
856,COCN21NP868,B078JF6X9B,10,6070.0,2021-01-10,2021-01-10
857,COCN21NP868,B084DTMYWK,14,999.0,2021-01-10,2021-01-10
858,COCN21NP868,B09NNJ9WYM,8,19990.0,2021-01-10,2021-01-10
859,COCN21NP868,B01J0XWYKQ,9,895.0,2021-01-10,2021-01-10
860,COCN21NP868,B07JW1Y6XV,4,1099.0,2021-01-10,2021-01-10
861,CPOA07AA907,B09MQSCJQ1,12,7990.0,2022-08-16,2022-08-16
862,CPOA07AA907,B07F366Z51,13,2385.0,2022-08-16,2022-08-16
863,CPOA07AA907,B00VA7YYUO,9,99.0,2022-08-16,2022-08-16
864,CPOA07AA907,B006LW0WDQ,5,795.0,2022-08-16,2022-08-16
865,CPOA07AA907,B00N3XLDW0,11,400.0,2022-08-16,2022-08-16
866,CPOA07AA907,B09XRBJ94N,8,4600.0,2022-08-16,2022-08-16
867,CPOA07AA907,B08VS3YLRK,12,1499.0,2022-08-16,2022-08-16
868,MAMN79CP738,B09JKNF147,1,1999.0,2022-01-17,2022-01-17
869,MAMN79CP738,B0117H7GZ6,12,399.0,2022-01-17,2022-01-17
870,MAMN79CP738,B07KSB1MLX,9,1600.0,2022-01-17,2022-01-17
871,MAMN79CP738,B0B4HKH19N,2,931.0,2022-01-17,2022-01-17
872,MAMN79CP738,B09GFN8WZL,6,999.0,2022-01-17,2022-01-17
873,MAMN79CP738,B07WDKLDRX,8,34999.0,2022-01-17,2022-01-17
874,MAMN79CP738,B0949SBKMP,15,6990.0,2022-01-17,2022-01-17
875,CAAC99AM151,B083342NKJ,9,399.0,2021-11-27,2021-11-27
876,CAAC99AM151,B09SZ5TWHW,1,2890.0,2021-11-27,2021-11-27
877,CMCA26IP030,B08RX8G496,14,1099.0,2022-08-31,2022-08-31
878,CMCA26IP030,B09JSW16QD,12,1490.0,2022-08-31,2022-08-31
879,CMCA26IP030,B07WVQG8WZ,9,4995.0,2022-08-31,2022-08-31
880,CMCA26IP030,B071SDRGWL,14,699.0,2022-08-31,2022-08-31
881,CMCA26IP030,B07HZ2QCGR,14,599.0,2022-08-31,2022-08-31
882,AMMN05AP739,B005LJQMCK,12,599.0,2021-06-29,2021-06-29
883,AMMN05AP739,B0B5CGTBKV,7,7990.0,2021-06-29,2021-06-29
884,AMMN05AP739,B0BBN4DZBD,10,8999.0,2021-06-29,2021-06-29
885,AMMN05AP739,B09B9SPC7F,8,1299.0,2021-06-29,2021-06-29
886,AMMN05AP739,B00TI8E7BI,6,2695.0,2021-06-29,2021-06-29
887,IMAM35NP392,B08VB2CMR3,4,20990.0,2021-05-22,2021-05-22
888,IMAM35NP392,B00ABMASXG,3,720.0,2021-05-22,2021-05-22
889,IMAM35NP392,B09H39KTTB,11,499.0,2021-05-22,2021-05-22
890,IMAM35NP392,B009P2LK08,14,1129.0,2021-05-22,2021-05-22
891,MAAI61NI596,B09XXZXQC1,6,37999.0,2022-01-12,2022-01-12
892,IMNI07OA932,B071Z8M4KX,15,999.0,2021-02-06,2021-02-06
893,IMNI07OA932,B07232M876,1,395.0,2021-02-06,2021-02-06
894,IMNI07OA932,B08B6XWQ1C,12,995.0,2021-02-06,2021-02-06
895,IMNI07OA932,B09JPC82QC,15,34999.0,2021-02-06,2021-02-06
896,IMNI07OA932,B01M72LILF,14,1295.0,2021-02-06,2021-02-06
897,IMNI07OA932,B09F3PDDRF,1,999.0,2021-02-06,2021-02-06
898,IMNI07OA932,B0B1F6GQPS,8,4499.0,2021-02-06,2021-02-06
899,IIAA47AM818,B07B275VN9,11,799.0,2021-12-26,2021-12-26
900,IIAA47AM818,B0BN6M3TCM,3,999.0,2021-12-26,2021-12-26
901,IIAA47AM818,B09YHLPQYT,13,600.0,2021-12-26,2021-12-26
902,IIAA47AM818,B08TT63N58,3,2199.0,2021-12-26,2021-12-26
903,ICOC39CA105,B07X963JNS,12,2499.0,2022-02-20,2022-02-20
904,ICOC39CA105,B0B31FR4Y2,13,9999.0,2022-02-20,2022-02-20
905,ICOC39CA105,B0B4F1YC3J,7,19499.0,2022-02-20,2022-02-20
906,ICOC39CA105,B071VNHMX2,9,2095.0,2022-02-20,2022-02-20
907,MCAM07NI365,B08CT62BM1,13,999.0,2022-03-25,2022-03-25
908,MCAM07NI365,B08QHLXWV3,4,11990.0,2022-03-25,2022-03-25
909,IPPM29MA429,B082T6GVLJ,6,1809.0,2021-11-11,2021-11-11
910,IPPM29MA429,B08HDJ86NZ,8,699.0,2021-11-11,2021-11-11
911,IPPM29MA429,B08243SKCK,6,299.0,2021-11-11,2021-11-11
912,IPPM29MA429,B0BG62HMDJ,7,775.0,2021-11-11,2021-11-11
913,IPPM29MA429,B00LZLQ624,3,160.0,2021-11-11,2021-11-11
914,POAP94AA158,B00NH11PEY,11,750.0,2021-10-17,2021-10-17
915,POAP94AA158,B07SYYVP69,15,1950.0,2021-10-17,2021-10-17
916,POAP94AA158,B07JPX9CR7,9,1299.0,2021-10-17,2021-10-17
917,POAP94AA158,B079Y6JZC8,12,299.0,2021-10-17,2021-10-17
918,POAP94AA158,B00V4BGDKU,4,1899.0,2021-10-17,2021-10-17
919,POAP94AA158,B07G147SZD,1,3799.0,2021-10-17,2021-10-17
920,AMII92MO051,B08S6RKT4L,4,4290.0,2022-01-28,2022-01-28
921,AMII92MO051,B07Z1X6VFC,3,999.0,2022-01-28,2022-01-28
922,AMII92MO051,B0798PJPCL,11,2699.0,2022-01-28,2022-01-28
923,AMII92MO051,B07WGMMQGP,13,20999.0,2022-01-28,2022-01-28
924,AMII92MO051,B09V12K8NT,4,6990.0,2022-01-28,2022-01-28
925,CACO65PO613,B00LY12TH6,4,230.0,2022-12-14,2022-12-14
926,CACO65PO613,B00SMFPJG0,12,670.0,2022-12-14,2022-12-14
927,CACO65PO613,B00NH13Q8W,9,800.0,2022-12-14,2022-12-14
928,CACO65PO613,B084N1BM9L,1,1999.0,2022-12-14,2022-12-14
929,CACO65PO613,B0B4HKH19N,13,931.0,2022-12-14,2022-12-14
930,IANC06MA528,B0B2PQL5N3,1,999.0,2021-05-15,2021-05-15
931,IANC06MA528,B07FJNNZCJ,1,13049.0,2021-05-15,2021-05-15
932,IANC06MA528,B07SYYVP69,13,1950.0,2021-05-15,2021-05-15
933,IANC06MA528,B098R25TGC,3,2999.0,2021-05-15,2021-05-15
934,IAPI13PM894,B0762HXMTF,10,1950.0,2021-04-04,2021-04-04
935,IAPI13PM894,B0BF54972T,15,19999.0,2021-04-04,2021-04-04
936,IAPI13PM894,B0B4DT8MKT,3,1499.0,2021-04-04,2021-04-04
937,IAPI13PM894,B09CYTJV3N,2,5999.0,2021-04-04,2021-04-04
938,IAPI13PM894,B01MUAUOCX,9,747.0,2021-04-04,2021-04-04
939,IAPI13PM894,B089WB69Y1,3,649.0,2021-04-04,2021-04-04
940,IAPI13PM894,B09VZBGL1N,15,499.0,2021-04-04,2021-04-04
941,PAMC92PA424,B0B8XNPQPN,8,7950.0,2021-06-09,2021-06-09
942,PAMC92PA424,B09V12K8NT,7,6990.0,2021-06-09,2021-06-09
943,PAMC92PA424,B0B3XXSB1K,9,79990.0,2021-06-09,2021-06-09
944,PAMC92PA424,B07XLML2YS,10,3299.0,2021-06-09,2021-06-09
945,PAMC92PA424,B07JNVF678,9,999.0,2021-06-09,2021-06-09
946,PAMC92PA424,B0B2DD66GS,8,2900.0,2021-06-09,2021-06-09
947,NMAA50PN291,B07J2BQZD6,6,399.0,2022-08-26,2022-08-26
948,NMAA50PN291,B01M5F614J,13,13999.0,2022-08-26,2022-08-26
949,NMAA50PN291,B0B1MDZV9C,12,4495.0,2022-08-26,2022-08-26
950,NMAA50PN291,B07LGT55SJ,12,1099.0,2022-08-26,2022-08-26
951,NMAA50PN291,B01MQ2A86A,13,1645.0,2022-08-26,2022-08-26
952,CCAO54OO225,B08YD264ZS,7,2499.0,2022-01-02,2022-01-02
953,CCAO54OO225,B09T39K9YL,4,24999.0,2022-01-02,2022-01-02
954,CCAO54OO225,B08J4PL1Z3,6,1490.0,2022-01-02,2022-01-02
955,CCAO54OO225,B09T39K9YL,3,24999.0,2022-01-02,2022-01-02
956,CCAO54OO225,B0B3TBY2YX,15,2299.0,2022-01-02,2022-01-02
957,CCAO54OO225,B07VTFN6HM,15,7350.0,2022-01-02,2022-01-02
958,CCAO54OO225,B097ZQTDVZ,10,899.0,2022-01-02,2022-01-02
959,MOCM76NI909,B0BNXFDTZ2,15,11999.0,2021-02-19,2021-02-19
960,MOCM76NI909,B08D64C9FN,10,2799.0,2021-02-19,2021-02-19
961,MOCM76NI909,B076B8G5D8,11,1995.0,2021-02-19,2021-02-19
962,MOCM76NI909,B08XXVXP3J,6,999.0,2021-02-19,2021-02-19
963,MOCM76NI909,B0BG62HMDJ,7,775.0,2021-02-19,2021-02-19
964,MOCM76NI909,B09BL2KHQW,2,260.0,2021-02-19,2021-02-19
965,AIIN78NN907,B01C8P29T4,3,785.0,2022-03-09,2022-03-09
966,AIIN78NN907,B08S6RKT4L,8,4290.0,2022-03-09,2022-03-09
967,AIIN78NN907,B01LWYDEQ7,1,495.0,2022-03-09,2022-03-09
968,AIIN78NN907,B07F1P8KNV,10,1099.0,2022-03-09,2022-03-09
969,AIIN78NN907,B0B4G2MWSB,6,999.0,2022-03-09,2022-03-09
970,AIIN78NN907,B0993BB11X,5,1599.0,2022-03-09,2022-03-09
971,AIIN78NN907,B07W4HTS8Q,8,3790.0,2022-03-09,2022-03-09
972,NPPN83NC891,B0B3JSWG81,7,999.0,2021-04-04,2021-04-04
973,NPPN83NC891,B0BQ3K23Y1,3,499.0,2021-04-04,2021-04-04
974,NPPN83NC891,B00ABMASXG,13,720.0,2021-04-04,2021-04-04
975,NPPN83NC891,B08CF4SCNP,8,599.0,2021-04-04,2021-04-04
976,NPPN83NC891,B09LQH3SD9,15,2000.0,2021-04-04,2021-04-04
977,NPPN83NC891,B07JJFSG2B,7,2500.0,2021-04-04,2021-04-04
978,NPPN83NC891,B08H5L8V1L,6,1099.0,2021-04-04,2021-04-04
979,MPAC06IA292,B00V4BGDKU,7,1899.0,2022-11-28,2022-11-28
980,MPAC06IA292,B01LYLJ99X,5,1300.0,2022-11-28,2022-11-28
981,MPAC06IA292,B07CD2BN46,7,599.0,2022-11-28,2022-11-28
982,MPAC06IA292,B09J2SCVQT,5,5000.0,2022-11-28,2022-11-28
983,MNOC95IA500,B00OFM6PEO,10,799.0,2021-10-18,2021-10-18
984,NOII68OO204,B09NC2TY11,14,5999.0,2022-05-29,2022-05-29
985,MICC97NI116,B09PTT8DZF,9,670.0,2021-03-10,2021-03-10
986,MICC97NI116,B08JQN8DGZ,12,2990.0,2021-03-10,2021-03-10
987,MICC97NI116,B01EZ0X3L8,9,1650.0,2021-03-10,2021-03-10
988,AACP77AC250,B0BQ3K23Y1,3,499.0,2022-02-23,2022-02-23
989,MAOI86CA351,B09XTQFFCG,7,3199.0,2021-03-08,2021-03-08
990,MAOI86CA351,B09LMMFW3S,2,399.0,2021-03-08,2021-03-08
991,MAOI86CA351,B09QS9CWLV,15,18999.0,2021-03-08,2021-03-08
992,MAOI86CA351,B00RFWNJMC,6,499.0,2021-03-08,2021-03-08
993,MAOI86CA351,B01892MIPA,5,10900.0,2021-03-08,2021-03-08
994,CANP49AM465,B09VZBGL1N,2,499.0,2022-01-18,2022-01-18
995,CANP49AM465,B09P858DK8,2,1999.0,2022-01-18,2022-01-18
996,CANP49AM465,B09PNR6F8Q,12,399.0,2022-01-18,2022-01-18
997,CANP49AM465,B07K19NYZ8,11,3290.0,2022-01-18,2022-01-18
998,CANP49AM465,B0BDG6QDYD,4,1990.0,2022-01-18,2022-01-18
999,CANP49AM465,B09KRHXTLN,3,1699.0,2022-01-18,2022-01-18
1000,CANP49AM465,B09N6TTHT6,5,99.0,2022-01-18,2022-01-18
1001,CIIN71MA273,B075S9FVRY,1,7200.0,2022-07-13,2022-07-13
1002,CIIN71MA273,B07QZ3CZ48,13,1290.0,2022-07-13,2022-07-13
1003,MCOM31AO664,B09PTT8DZF,7,670.0,2022-10-22,2022-10-22
1004,MCOM31AO664,B085DTN6R2,5,899.0,2022-10-22,2022-10-22
1005,MCOM31AO664,B09RMQYHLH,7,15999.0,2022-10-22,2022-10-22
1006,PAMN72MA968,B00P0R95EA,2,640.0,2021-07-21,2021-07-21
1007,PAMN72MA968,B0BD3T6Z1D,12,13499.0,2021-07-21,2021-07-21
1008,PAMN72MA968,B07JF9B592,1,699.0,2021-07-21,2021-07-21
1009,PAMN72MA968,B0B25LQQPC,10,6100.0,2021-07-21,2021-07-21
1010,PAMN72MA968,B09Q3M3WLJ,7,1499.0,2021-07-21,2021-07-21
1011,PAMN72MA968,B08VFF6JQ8,3,1699.0,2021-07-21,2021-07-21
1012,PAMN72MA968,B092BJMT8Q,6,52900.0,2021-07-21,2021-07-21
1013,INCA19PM526,B0B21C4BMX,12,899.0,2021-10-13,2021-10-13
1014,INCA19PM526,B00AXHBBXU,11,550.0,2021-10-13,2021-10-13
1015,INCA19PM526,B09ZPM4C2C,11,30990.0,2021-10-13,2021-10-13
1016,INCA19PM526,B07GLSKXS1,10,1950.0,2021-10-13,2021-10-13
1017,INCA19PM526,B09T3H12GV,2,2498.0,2021-10-13,2021-10-13
1018,IONA75PN485,B07K2HVKLL,6,1020.0,2021-07-28,2021-07-28
1019,IONA75PN485,B08ZHYNTM1,11,4005.0,2021-07-28,2021-07-28
1020,IONA75PN485,B08VRMK55F,14,699.0,2021-07-28,2021-07-28
1021,IONA75PN485,B0B4F52B5X,5,14999.0,2021-07-28,2021-07-28
1022,IONA75PN485,B09GB5B4BK,9,899.0,2021-07-28,2021-07-28
1023,IONA75PN485,B00NH11PEY,4,750.0,2021-07-28,2021-07-28
1024,IONA75PN485,B09XJ5LD6L,14,32999.0,2021-07-28,2021-07-28
1025,CPPM61IM391,B093ZNQZ2Y,1,799.0,2022-05-22,2022-05-22
1026,CPPM61IM391,B01N4EV2TL,4,1995.0,2022-05-22,2022-05-22
1027,CPPM61IM391,B0BDZWMGZ1,8,2990.0,2022-05-22,2022-05-22
1028,CPPM61IM391,B098JYT4SY,12,1190.0,2022-05-22,2022-05-22
1029,CPPM61IM391,B09MDCZJXS,5,5499.0,2022-05-22,2022-05-22
1030,CPPM61IM391,B086PXQ2R4,15,165.0,2022-05-22,2022-05-22
1031,MCNI44MM309,B09XB7DPW1,4,11999.0,2022-02-22,2022-02-22
1032,MCNI44MM309,B0BMM7R92G,15,999.0,2022-02-22,2022-02-22
1033,MCNI44MM309,B099S26HWG,11,300.0,2022-02-22,2022-02-22
1034,MCNI44MM309,B092BJMT8Q,12,52900.0,2022-02-22,2022-02-22
1035,MCNI44MM309,B00H0B29DI,14,2990.0,2022-02-22,2022-02-22
1036,MCNI44MM309,B082FTPRSK,2,1999.0,2022-02-22,2022-02-22
1037,MCNI44MM309,B08VGDBF3B,5,499.0,2022-02-22,2022-02-22
1038,OPCO30CM973,B0B6F98KJJ,2,29999.0,2021-08-13,2021-08-13
1039,OPCO30CM973,B09MZ6WZ6V,15,999.0,2021-08-13,2021-08-13
1040,OPCO30CM973,B083342NKJ,9,399.0,2021-08-13,2021-08-13
1041,IIOA20OI253,B0B8ZWNR5T,4,499.0,2021-12-16,2021-12-16
1042,IIOA20OI253,B07T4D9FNY,9,1490.0,2021-12-16,2021-12-16
1043,IIOA20OI253,B08CKW1KH9,1,599.0,2021-12-16,2021-12-16
1044,PONA26AP083,B09VH568H7,10,299.0,2022-07-12,2022-07-12
1045,PONA26AP083,B0BCZCQTJX,6,3999.0,2022-07-12,2022-07-12
1046,PONA26AP083,B0B6BLTGTT,15,5999.0,2022-07-12,2022-07-12
1047,PONA26AP083,B09XB7SRQ5,8,11999.0,2022-07-12,2022-07-12
1048,PONA26AP083,B00LM4W1N2,12,600.0,2022-07-12,2022-07-12
1049,PONA26AP083,B08NW8GHCJ,3,999.0,2022-07-12,2022-07-12
1050,PONA26AP083,B0819HZPXL,9,549.0,2022-07-12,2022-07-12
1051,PINI36II653,B08G43CCLC,5,999.0,2022-07-16,2022-07-16
1052,PINI36II653,B07JH1C41D,7,1999.0,2022-07-16,2022-07-16
1053,PINI36II653,B07GXPDLYQ,15,499.0,2022-07-16,2022-07-16
1054,PINI36II653,B016XVRKZM,5,4100.0,2022-07-16,2022-07-16
1055,AAPP19AN194,B07LG59NPV,1,4499.0,2021-03-02,2021-03-02
1056,PAAA29IC843,B072J83V9W,14,9995.0,2022-04-20,2022-04-20
1057,PAAA29IC843,B0BL3R4RGS,3,999.0,2022-04-20,2022-04-20
1058,PAAA29IC843,B08GTYFC37,7,32000.0,2022-04-20,2022-04-20
1059,IAOO30PP903,B0978V2CP6,2,3100.0,2022-09-22,2022-09-22
1060,IAOO30PP903,B087FXHB6J,5,999.0,2022-09-22,2022-09-22
1061,IAOO30PP903,B0B3X2BY3M,5,7299.0,2022-09-22,2022-09-22
1062,IAOO30PP903,B083GQGT3Z,15,799.0,2022-09-22,2022-09-22
1063,IAOO30PP903,B09GFPVD9Y,13,10999.0,2022-09-22,2022-09-22
1064,NIMA82OA664,B09VPH38JS,15,1499.0,2022-01-06,2022-01-06
1065,NIMA82OA664,B08HDH26JX,7,699.0,2022-01-06,2022-01-06
1066,IMCO42IP168,B0BPBXNQQT,7,1989.0,2022-02-15,2022-02-15
1067,IMCO42IP168,B0B9RZ4G4W,14,1699.0,2022-02-15,2022-02-15
1068,IMCO42IP168,B06XR9PR5X,11,600.0,2022-02-15,2022-02-15
1069,IMCO42IP168,B0B5V47VK4,7,49999.0,2022-02-15,2022-02-15
1070,NNPC58IO750,B08MCD9JFY,15,1999.0,2021-03-03,2021-03-03
1071,NNPC58IO750,B09VGS66FV,1,1850.0,2021-03-03,2021-03-03
1072,NNPC58IO750,B09YV42QHZ,12,7999.0,2021-03-03,2021-03-03
1073,NNPC58IO750,B077T3BG5L,3,399.0,2021-03-03,2021-03-03
1074,NNPC58IO750,B07F366Z51,14,2385.0,2021-03-03,2021-03-03
1075,CCAC79AA580,B09J2SCVQT,2,5000.0,2021-06-25,2021-06-25
1076,CCAC79AA580,B07DFYJRQV,7,1499.0,2021-06-25,2021-06-25
1077,CCAC79AA580,B07ZR4S1G4,10,699.0,2021-06-25,2021-06-25
1078,CCAC79AA580,B08L7J3T31,15,919.0,2021-06-25,2021-06-25
1079,CCAC79AA580,B076B8G5D8,7,1995.0,2021-06-25,2021-06-25
1080,CCAC79AA580,B07VTFN6HM,8,7350.0,2021-06-25,2021-06-25
1081,CCAC79AA580,B086X18Q71,1,12150.0,2021-06-25,2021-06-25
1082,OAIA90PO644,B07JF9B592,2,699.0,2022-09-02,2022-09-02
1083,OAIA90PO644,B00LZLQ624,10,160.0,2022-09-02,2022-09-02
1084,OAIA90PO644,B06XR9PR5X,13,600.0,2022-09-02,2022-09-02
1085,OAIA90PO644,B0B61GCHC1,13,999.0,2022-09-02,2022-09-02
1086,OAIA90PO644,B01MUAUOCX,11,747.0,2022-09-02,2022-09-02
1087,OAIA90PO644,B08CYPB15D,3,761.0,2022-09-02,2022-09-02
1088,OAIA90PO644,B07D2NMTTV,1,3500.0,2022-09-02,2022-09-02
1089,MIAC36AA596,B0B23LW7NV,11,2899.0,2022-07-14,2022-07-14
1090,MIAC36AA596,B07GWTWFS2,10,1975.0,2022-07-14,2022-07-14
1091,MIAC36AA596,B0972BQ2RS,1,9999.0,2022-07-14,2022-07-14
1092,MIAC36AA596,B0B31BYXQQ,4,5499.0,2022-07-14,2022-07-14
1093,MIAC36AA596,B07WDK3ZS2,8,29990.0,2022-07-14,2022-07-14
1094,AIIM14NO584,B0B56YRBNT,5,13499.0,2022-10-31,2022-10-31
1095,OIPI97AP918,B097RJ867P,12,11595.0,2022-08-16,2022-08-16
1096,OIPI97AP918,B0B9XLX8VR,2,65000.0,2022-08-16,2022-08-16
1097,OIPI97AP918,B0756CLQWL,15,3999.0,2022-08-16,2022-08-16
1098,OIPI97AP918,B0B8ZWNR5T,3,499.0,2022-08-16,2022-08-16
1099,OIPI97AP918,B0B3CQBRB4,14,28999.0,2022-08-16,2022-08-16
1100,OIPI97AP918,B01M0505SJ,12,2485.0,2022-08-16,2022-08-16
1101,OAMA60NA397,B09ZPM4C2C,5,30990.0,2022-12-23,2022-12-23
1102,OAMA60NA397,B09T39K9YL,1,24999.0,2022-12-23,2022-12-23
1103,NAAP10MA445,B0B4KPCBSH,12,499.0,2021-06-05,2021-06-05
1104,NAAP10MA445,B00KIE28X0,1,310.0,2021-06-05,2021-06-05
1105,NAAP10MA445,B088WCFPQF,2,1500.0,2021-06-05,2021-06-05
1106,NAAP10MA445,B07TMCXRFV,2,1599.0,2021-06-05,2021-06-05
1107,NAAP10MA445,B07WVQG8WZ,11,4995.0,2021-06-05,2021-06-05
1108,NAAP10MA445,B09LHZSMRR,10,20999.0,2021-06-05,2021-06-05
1109,CAOM46AA078,B07P681N66,13,2199.0,2021-06-28,2021-06-28
1110,CAOM46AA078,B0B4T8RSJ1,10,800.0,2021-06-28,2021-06-28
1111,CAOM46AA078,B09VGKFM7Y,14,499.0,2021-06-28,2021-06-28
1112,CAOM46AA078,B0926V9CTV,2,599.0,2021-06-28,2021-06-28
1113,CAOM46AA078,B00TI8E7BI,13,2695.0,2021-06-28,2021-06-28
1114,AMNA51CA703,B0B97D658R,1,799.0,2022-02-06,2022-02-06
1115,AMNA51CA703,B07JGDB5M1,9,1299.0,2022-02-06,2022-02-06
1116,AMNA51CA703,B098NS6PVG,5,349.0,2022-02-06,2022-02-06
1117,AMNA51CA703,B09ND94ZRG,8,5999.0,2022-02-06,2022-02-06
1118,AMNA51CA703,B09TBCVJS3,7,7999.0,2022-02-06,2022-02-06
1119,AMNA51CA703,B09LHZSMRR,12,20999.0,2022-02-06,2022-02-06
1120,MMAC02CC299,B08HD7JQHX,15,499.0,2022-02-03,2022-02-03
1121,AOAP09AM727,B08TV2P1N8,1,3990.0,2022-11-16,2022-11-16
1122,AOAP09AM727,B01HJI0FS2,3,650.0,2022-11-16,2022-11-16
1123,AOOO98MM856,B0B4HKH19N,5,931.0,2021-09-12,2021-09-12
1124,AOOO98MM856,B0989W6J2F,11,1799.0,2021-09-12,2021-09-12
1125,AOOO98MM856,B0941392C8,7,449.0,2021-09-12,2021-09-12
1126,AOOO98MM856,B08KS2KQTK,12,499.0,2021-09-12,2021-09-12
1127,AOOO98MM856,B09NL4DCXK,8,599.0,2021-09-12,2021-09-12
1128,AOOO98MM856,B082T6GXS5,14,2100.0,2021-09-12,2021-09-12
1129,AOOO98MM856,B07GQD4K6L,1,999.0,2021-09-12,2021-09-12
1130,IION38CA762,B07TMCXRFV,5,1599.0,2022-01-14,2022-01-14
1131,IION38CA762,B07Q4NJQC5,1,599.0,2022-01-14,2022-01-14
1132,IION38CA762,B09JKNF147,15,1999.0,2022-01-14,2022-01-14
1133,IION38CA762,B07KSMBL2H,3,700.0,2022-01-14,2022-01-14
1134,IION38CA762,B07NKNBTT3,7,1230.0,2022-01-14,2022-01-14
1135,IION38CA762,B09MFR93KS,9,5999.0,2022-01-14,2022-01-14
1136,IION38CA762,B08ZN4B121,15,1599.0,2022-01-14,2022-01-14
1137,NOCO41II376,B0BD92GDQH,7,6999.0,2021-12-11,2021-12-11
1138,NOCO41II376,B0814LP6S9,5,1099.0,2021-12-11,2021-12-11
1139,NOCO41II376,B09VCHLSJF,12,39999.0,2021-12-11,2021-12-11
1140,NOCO41II376,B08FGNPQ9X,11,2999.0,2021-12-11,2021-12-11
1141,NOCO41II376,B0BMGB3CH9,2,11999.0,2021-12-11,2021-12-11
1142,NOCO41II376,B009P2LK80,14,1639.0,2021-12-11,2021-12-11
1143,ICMA25AN058,B09MZCQYHZ,5,1599.0,2021-04-03,2021-04-03
1144,ICMA25AN058,B08S7V8YTN,7,3500.0,2021-04-03,2021-04-03
1145,ICMA25AN058,B08NW8GHCJ,7,999.0,2021-04-03,2021-04-03
1146,ICMA25AN058,B0BD92GDQH,3,6999.0,2021-04-03,2021-04-03
1147,ICMA25AN058,B0BPJBTB3F,3,2495.0,2021-04-03,2021-04-03
1148,ICMA25AN058,B00C3GBCIS,6,499.0,2021-04-03,2021-04-03
1149,ICMA25AN058,B00935MD1C,11,3945.0,2021-04-03,2021-04-03
